Gender,Age group,State or Territory,Currently pregnant,Number of children,Age of youngest child,Essential oils preferences,Natural ingredients importance,How often use baby bath products,How often use baby shampoo,Survey Question 11,Survey Question 12,Survey Question 13,Survey Question 14,Survey Question 15,Survey Question 16,Survey Question 17,Survey Question 18,Survey Question 19,Survey Question 20,Survey Question 21,Survey Question 22,Survey Question 23,Survey Question 24,Survey Question 25,Survey Question 26,Survey Question 27,Survey Question 28,Survey Question 29,Survey Question 30,Survey Question 31,Survey Question 32,Survey Question 33,Survey Question 34,Survey Question 35,Survey Question 36,Survey Question 37,Survey Question 38,Survey Question 39,Survey Question 40,Survey Question 41,Survey Question 42,Survey Question 43,Survey Question 44,Survey Question 45,Survey Question 46,Survey Question 47,Survey Question 48,Survey Question 49,Survey Question 50,Survey Question 51,Survey Question 52,Survey Question 53
Female,Female,Male,Male,Male,Female,Disagree,Agree,Rarely,Never,Strongly Disagree,Rarely,Disagree,Neutral,Often,Neutral,Strongly Agree,Always,Agree,Disagree,Never,Strongly Disagree,Disagree,Always,Strongly Disagree,Agree,Sometimes,Strongly Disagree,Neutral,Rarely,Agree,Neutral,Often,Agree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Agree,Never,Strongly Agree,Neutral,Sometimes,Neutral,Strongly Disagree,Often,Strongly Agree,Strongly Disagree,Always,Agree,Strongly Disagree,Rarely,Strongly Disagree,Agree
Female,Female,Female,Male,Female,Female,Strongly Disagree,Agree,Rarely,Often,Neutral,Never,Strongly Disagree,Agree,Rarely,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Strongly Agree,Rarely,Neutral,Agree,Often,Disagree,Strongly Agree,Often,Agree,Agree,Never,Agree,Neutral,Never,Strongly Disagree,Agree,Sometimes,Neutral,Agree,Sometimes,Strongly Agree,Agree,Rarely,Disagree,Neutral,Always,Strongly Agree,Strongly Agree,Sometimes,Disagree,Strongly Disagree
Female,Female,Female,Female,Female,Male,Strongly Agree,Strongly Agree,Always,Often,Neutral,Never,Strongly Agree,Disagree,Sometimes,Strongly Agree,Agree,Always,Strongly Disagree,Neutral,Rarely,Disagree,Agree,Never,Neutral,Strongly Disagree,Sometimes,Neutral,Strongly Agree,Sometimes,Disagree,Agree,Always,Agree,Strongly Agree,Always,Strongly Agree,Agree,Sometimes,Agree,Disagree,Often,Strongly Disagree,Agree,Always,Strongly Disagree,Neutral,Sometimes,Disagree,Agree,Often,Strongly Disagree,Strongly Agree
Female,Female,Male,Female,Male,Male,Agree,Neutral,Never,Sometimes,Disagree,Often,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Neutral,Always,Disagree,Neutral,Often,Agree,Disagree,Often,Agree,Strongly Agree,Rarely,Strongly Agree,Agree,Sometimes,Agree,Neutral,Rarely,Neutral,Neutral,Never,Strongly Disagree,Strongly Agree,Never,Strongly Agree,Neutral,Rarely,Neutral,Strongly Disagree,Always,Agree,Strongly Agree,Often,Agree,Neutral,Sometimes,Agree,Neutral
Female,Male,Female,Male,Male,Female,Strongly Agree,Neutral,Never,Rarely,Strongly Disagree,Often,Neutral,Neutral,Rarely,Strongly Disagree,Neutral,Always,Strongly Disagree,Strongly Disagree,Often,Strongly Agree,Disagree,Rarely,Strongly Disagree,Neutral,Often,Strongly Disagree,Neutral,Often,Disagree,Neutral,Never,Strongly Disagree,Neutral,Never,Strongly Agree,Disagree,Rarely,Strongly Agree,Strongly Disagree,Never,Neutral,Strongly Disagree,Never,Strongly Agree,Strongly Agree,Always,Agree,Agree,Often,Strongly Agree,Disagree
Female,Male,Male,Male,Female,Male,Strongly Disagree,Strongly Disagree,Never,Sometimes,Strongly Disagree,Never,Neutral,Strongly Disagree,Never,Agree,Strongly Disagree,Never,Disagree,Strongly Disagree,Often,Strongly Disagree,Neutral,Often,Disagree,Strongly Agree,Often,Agree,Strongly Disagree,Never,Neutral,Neutral,Sometimes,Strongly Agree,Strongly Disagree,Never,Strongly Disagree,Agree,Never,Strongly Disagree,Disagree,Rarely,Disagree,Strongly Disagree,Never,Strongly Agree,Strongly Agree,Sometimes,Strongly Agree,Agree,Always,Strongly Agree,Strongly Disagree
Male,Male,Female,Female,Female,Female,Strongly Agree,Strongly Agree,Often,Often,Disagree,Rarely,Disagree,Strongly Disagree,Rarely,Agree,Strongly Agree,Often,Agree,Strongly Agree,Always,Strongly Agree,Disagree,Always,Strongly Agree,Disagree,Sometimes,Neutral,Strongly Disagree,Rarely,Disagree,Strongly Agree,Sometimes,Agree,Agree,Sometimes,Strongly Agree,Neutral,Sometimes,Disagree,Strongly Disagree,Sometimes,Neutral,Neutral,Sometimes,Neutral,Disagree,Rarely,Strongly Disagree,Agree,Never,Agree,Neutral
Male,Male,Female,Male,Male,Female,Strongly Disagree,Neutral,Sometimes,Rarely,Strongly Agree,Often,Strongly Disagree,Agree,Often,Strongly Disagree,Disagree,Always,Agree,Agree,Often,Strongly Disagree,Strongly Agree,Sometimes,Agree,Strongly Disagree,Always,Neutral,Disagree,Never,Agree,Strongly Disagree,Never,Disagree,Neutral,Often,Agree,Agree,Rarely,Strongly Agree,Disagree,Rarely,Strongly Disagree,Neutral,Always,Disagree,Strongly Agree,Often,Strongly Disagree,Agree,Often,Disagree,Strongly Disagree
Male,Female,Male,Male,Female,Male,Agree,Disagree,Sometimes,Often,Strongly Disagree,Never,Agree,Strongly Agree,Always,Agree,Agree,Always,Strongly Disagree,Strongly Disagree,Always,Agree,Strongly Disagree,Sometimes,Agree,Agree,Often,Strongly Disagree,Disagree,Sometimes,Neutral,Disagree,Rarely,Disagree,Neutral,Always,Neutral,Agree,Sometimes,Strongly Disagree,Agree,Never,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Neutral,Always,Neutral,Neutral,Often,Disagree,Strongly Disagree
Female,Male,Male,Male,Female,Female,Strongly Disagree,Disagree,Sometimes,Rarely,Disagree,Often,Disagree,Agree,Never,Agree,Agree,Never,Disagree,Strongly Disagree,Always,Disagree,Disagree,Always,Strongly Agree,Neutral,Always,Agree,Agree,Always,Strongly Agree,Strongly Disagree,Never,Strongly Disagree,Neutral,Sometimes,Agree,Strongly Agree,Always,Disagree,Agree,Never,Disagree,Strongly Agree,Always,Disagree,Agree,Always,Strongly Disagree,Neutral,Sometimes,Neutral,Agree
Female,Female,Female,Female,Male,Female,Agree,Agree,Never,Sometimes,Agree,Rarely,Disagree,Strongly Disagree,Often,Neutral,Neutral,Never,Strongly Disagree,Agree,Often,Strongly Agree,Disagree,Rarely,Disagree,Strongly Disagree,Never,Agree,Disagree,Never,Strongly Disagree,Agree,Always,Strongly Disagree,Strongly Agree,Never,Disagree,Neutral,Sometimes,Neutral,Strongly Agree,Rarely,Strongly Disagree,Neutral,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Agree,Rarely,Strongly Disagree,Agree
Male,Female,Female,Female,Male,Female,Disagree,Strongly Disagree,Often,Never,Agree,Often,Neutral,Strongly Agree,Often,Agree,Agree,Always,Agree,Neutral,Rarely,Strongly Agree,Neutral,Often,Strongly Agree,Agree,Sometimes,Neutral,Neutral,Rarely,Disagree,Neutral,Always,Strongly Disagree,Neutral,Rarely,Strongly Disagree,Strongly Disagree,Sometimes,Disagree,Disagree,Never,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Disagree,Always,Agree,Strongly Agree,Never,Disagree,Neutral
Female,Female,Female,Male,Male,Female,Disagree,Agree,Sometimes,Sometimes,Disagree,Never,Disagree,Neutral,Often,Agree,Strongly Agree,Never,Neutral,Neutral,Never,Disagree,Strongly Agree,Never,Strongly Disagree,Strongly Agree,Never,Strongly Disagree,Strongly Disagree,Sometimes,Disagree,Neutral,Sometimes,Strongly Agree,Agree,Rarely,Disagree,Agree,Never,Disagree,Neutral,Sometimes,Strongly Agree,Disagree,Sometimes,Agree,Strongly Disagree,Sometimes,Neutral,Disagree,Never,Disagree,Neutral
Male,Male,Female,Male,Female,Female,Agree,Disagree,Always,Never,Disagree,Never,Agree,Disagree,Sometimes,Neutral,Strongly Agree,Rarely,Agree,Strongly Agree,Sometimes,Neutral,Neutral,Often,Neutral,Neutral,Sometimes,Disagree,Disagree,Rarely,Strongly Disagree,Neutral,Always,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Strongly Disagree,Often,Neutral,Strongly Disagree,Often,Strongly Disagree,Disagree,Often,Agree,Disagree,Always,Strongly Disagree,Disagree,Rarely,Neutral,Disagree
Female,Male,Female,Male,Female,Male,Strongly Agree,Strongly Disagree,Never,Always,Agree,Always,Disagree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Agree,Sometimes,Disagree,Agree,Never,Strongly Agree,Strongly Disagree,Rarely,Agree,Strongly Disagree,Rarely,Disagree,Neutral,Sometimes,Neutral,Disagree,Always,Agree,Disagree,Rarely,Strongly Agree,Strongly Agree,Always,Strongly Disagree,Agree,Rarely,Agree,Strongly Agree,Rarely,Neutral,Agree,Always,Agree,Neutral,Always,Agree,Agree
Female,Male,Female,Male,Male,Male,Strongly Disagree,Strongly Agree,Often,Never,Agree,Never,Neutral,Strongly Agree,Rarely,Neutral,Strongly Agree,Always,Neutral,Disagree,Always,Neutral,Strongly Disagree,Often,Agree,Disagree,Often,Agree,Neutral,Always,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Disagree,Sometimes,Agree,Agree,Always,Neutral,Strongly Disagree,Never,Disagree,Strongly Disagree,Always,Disagree,Strongly Agree,Often,Neutral,Neutral
Female,Male,Male,Male,Female,Male,Strongly Agree,Agree,Rarely,Sometimes,Neutral,Always,Neutral,Strongly Disagree,Often,Disagree,Neutral,Sometimes,Neutral,Agree,Never,Disagree,Strongly Agree,Always,Agree,Strongly Disagree,Often,Agree,Strongly Agree,Sometimes,Neutral,Strongly Disagree,Rarely,Agree,Disagree,Never,Strongly Agree,Disagree,Sometimes,Neutral,Neutral,Rarely,Neutral,Neutral,Sometimes,Strongly Agree,Strongly Agree,Always,Disagree,Strongly Disagree,Sometimes,Disagree,Agree
Female,Male,Female,Female,Male,Male,Strongly Disagree,Disagree,Never,Never,Disagree,Rarely,Strongly Agree,Strongly Disagree,Always,Agree,Disagree,Often,Neutral,Agree,Sometimes,Disagree,Agree,Never,Strongly Disagree,Neutral,Always,Neutral,Strongly Disagree,Often,Strongly Disagree,Strongly Agree,Often,Neutral,Agree,Always,Disagree,Strongly Agree,Rarely,Agree,Disagree,Often,Disagree,Strongly Agree,Never,Neutral,Strongly Disagree,Often,Strongly Disagree,Neutral,Rarely,Agree,Disagree
Male,Male,Male,Male,Male,Female,Disagree,Disagree,Never,Rarely,Neutral,Often,Strongly Disagree,Agree,Never,Strongly Disagree,Disagree,Often,Disagree,Neutral,Rarely,Agree,Strongly Agree,Rarely,Neutral,Neutral,Sometimes,Disagree,Strongly Agree,Always,Disagree,Strongly Disagree,Always,Strongly Disagree,Agree,Sometimes,Strongly Disagree,Strongly Disagree,Often,Disagree,Neutral,Always,Strongly Disagree,Strongly Disagree,Always,Disagree,Neutral,Sometimes,Strongly Disagree,Strongly Agree,Rarely,Strongly Disagree,Strongly Agree
Male,Male,Male,Female,Female,Male,Neutral,Agree,Never,Always,Neutral,Often,Strongly Disagree,Neutral,Never,Disagree,Disagree,Never,Neutral,Neutral,Always,Strongly Disagree,Disagree,Rarely,Strongly Disagree,Agree,Often,Neutral,Neutral,Never,Agree,Agree,Sometimes,Neutral,Strongly Disagree,Sometimes,Agree,Strongly Disagree,Sometimes,Agree,Disagree,Never,Disagree,Strongly Agree,Rarely,Strongly Agree,Agree,Sometimes,Strongly Agree,Disagree,Often,Agree,Disagree
Female,Male,Female,Female,Female,Female,Neutral,Strongly Agree,Often,Rarely,Strongly Disagree,Often,Neutral,Disagree,Never,Disagree,Agree,Never,Disagree,Strongly Disagree,Often,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Strongly Agree,Always,Neutral,Disagree,Never,Strongly Disagree,Strongly Disagree,Never,Disagree,Agree,Often,Strongly Disagree,Strongly Agree,Never,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Disagree,Often,Agree,Strongly Disagree,Always,Agree,Neutral,Always,Strongly Disagree,Strongly Agree
Female,Female,Female,Female,Female,Female,Strongly Agree,Disagree,Always,Often,Neutral,Often,Strongly Disagree,Strongly Disagree,Often,Strongly Agree,Strongly Disagree,Sometimes,Agree,Strongly Agree,Rarely,Agree,Strongly Disagree,Often,Strongly Agree,Neutral,Sometimes,Agree,Agree,Often,Strongly Disagree,Neutral,Often,Strongly Agree,Agree,Sometimes,Strongly Agree,Strongly Agree,Rarely,Strongly Disagree,Strongly Disagree,Rarely,Agree,Strongly Disagree,Sometimes,Disagree,Strongly Agree,Always,Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Disagree
Male,Male,Female,Female,Male,Male,Disagree,Strongly Disagree,Always,Rarely,Disagree,Sometimes,Disagree,Agree,Always,Agree,Disagree,Always,Agree,Neutral,Rarely,Disagree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Always,Neutral,Strongly Disagree,Rarely,Neutral,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Rarely,Agree,Neutral,Sometimes,Disagree,Strongly Disagree,Often,Disagree,Neutral,Rarely,Strongly Agree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Disagree,Often,Neutral,Strongly Agree
Male,Female,Male,Male,Male,Male,Agree,Strongly Agree,Always,Sometimes,Disagree,Never,Agree,Neutral,Often,Agree,Agree,Always,Disagree,Strongly Agree,Never,Neutral,Neutral,Always,Neutral,Neutral,Never,Agree,Neutral,Rarely,Strongly Agree,Neutral,Always,Strongly Agree,Neutral,Often,Agree,Neutral,Rarely,Agree,Strongly Agree,Never,Neutral,Neutral,Always,Neutral,Disagree,Always,Agree,Disagree,Always,Neutral,Strongly Agree
Male,Male,Female,Male,Female,Male,Strongly Agree,Strongly Agree,Rarely,Often,Agree,Rarely,Neutral,Agree,Never,Agree,Strongly Disagree,Always,Disagree,Strongly Disagree,Rarely,Strongly Disagree,Neutral,Sometimes,Disagree,Agree,Sometimes,Agree,Agree,Rarely,Strongly Disagree,Disagree,Often,Disagree,Strongly Agree,Rarely,Neutral,Agree,Sometimes,Agree,Strongly Agree,Never,Disagree,Strongly Disagree,Never,Disagree,Disagree,Always,Strongly Disagree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Disagree
Female,Male,Male,Female,Female,Female,Agree,Neutral,Never,Never,Strongly Agree,Never,Disagree,Strongly Agree,Sometimes,Strongly Disagree,Disagree,Never,Strongly Disagree,Strongly Disagree,Rarely,Neutral,Disagree,Often,Agree,Neutral,Sometimes,Strongly Disagree,Agree,Sometimes,Strongly Disagree,Strongly Agree,Sometimes,Strongly Agree,Neutral,Rarely,Neutral,Agree,Always,Disagree,Strongly Disagree,Rarely,Disagree,Strongly Agree,Sometimes,Strongly Disagree,Disagree,Always,Strongly Agree,Neutral,Always,Strongly Disagree,Disagree
Male,Male,Female,Female,Female,Female,Strongly Agree,Agree,Often,Never,Strongly Agree,Never,Neutral,Strongly Agree,Often,Strongly Disagree,Agree,Always,Strongly Disagree,Neutral,Never,Disagree,Strongly Agree,Always,Disagree,Strongly Disagree,Often,Neutral,Neutral,Sometimes,Agree,Strongly Disagree,Rarely,Strongly Disagree,Disagree,Sometimes,Strongly Agree,Agree,Never,Strongly Agree,Disagree,Always,Neutral,Neutral,Never,Strongly Agree,Agree,Rarely,Disagree,Strongly Agree,Never,Agree,Strongly Agree
Female,Male,Male,Female,Male,Female,Neutral,Agree,Often,Always,Agree,Sometimes,Agree,Strongly Disagree,Always,Strongly Disagree,Neutral,Always,Strongly Disagree,Strongly Disagree,Often,Strongly Disagree,Disagree,Always,Strongly Agree,Disagree,Always,Neutral,Agree,Rarely,Strongly Disagree,Strongly Disagree,Often,Strongly Agree,Agree,Often,Disagree,Agree,Never,Strongly Disagree,Strongly Disagree,Often,Disagree,Agree,Often,Strongly Disagree,Strongly Agree,Rarely,Agree,Strongly Agree,Often,Agree,Neutral
Female,Male,Male,Male,Female,Male,Disagree,Neutral,Never,Always,Neutral,Always,Neutral,Strongly Disagree,Always,Strongly Agree,Agree,Never,Neutral,Strongly Disagree,Never,Strongly Agree,Neutral,Always,Neutral,Disagree,Sometimes,Neutral,Agree,Often,Neutral,Neutral,Always,Strongly Agree,Agree,Always,Strongly Agree,Agree,Rarely,Neutral,Strongly Agree,Always,Neutral,Strongly Agree,Never,Agree,Strongly Disagree,Sometimes,Agree,Disagree,Rarely,Agree,Strongly Disagree
Male,Male,Female,Female,Female,Female,Strongly Disagree,Agree,Rarely,Always,Disagree,Always,Strongly Agree,Agree,Never,Agree,Agree,Sometimes,Neutral,Strongly Disagree,Never,Disagree,Strongly Disagree,Never,Agree,Strongly Agree,Sometimes,Neutral,Disagree,Always,Agree,Strongly Disagree,Always,Neutral,Disagree,Rarely,Strongly Disagree,Strongly Disagree,Always,Neutral,Strongly Agree,Never,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Disagree,Rarely,Neutral,Strongly Disagree,Always,Strongly Disagree,Strongly Agree
Female,Male,Female,Female,Male,Male,Strongly Disagree,Agree,Always,Often,Strongly Disagree,Often,Strongly Disagree,Agree,Never,Disagree,Agree,Always,Strongly Agree,Strongly Agree,Never,Strongly Agree,Disagree,Always,Disagree,Neutral,Sometimes,Disagree,Strongly Disagree,Often,Neutral,Neutral,Never,Neutral,Agree,Often,Disagree,Disagree,Often,Disagree,Strongly Agree,Often,Neutral,Strongly Agree,Never,Strongly Disagree,Disagree,Often,Strongly Disagree,Disagree,Sometimes,Agree,Strongly Disagree
Male,Male,Male,Female,Male,Female,Neutral,Neutral,Rarely,Sometimes,Strongly Disagree,Always,Neutral,Agree,Rarely,Disagree,Strongly Agree,Always,Disagree,Neutral,Never,Disagree,Neutral,Often,Strongly Disagree,Disagree,Often,Strongly Disagree,Disagree,Always,Strongly Agree,Neutral,Never,Strongly Agree,Neutral,Often,Neutral,Strongly Disagree,Never,Strongly Agree,Strongly Agree,Often,Strongly Disagree,Neutral,Always,Agree,Agree,Rarely,Disagree,Agree,Never,Neutral,Agree
Female,Male,Female,Female,Male,Female,Agree,Strongly Disagree,Never,Rarely,Strongly Disagree,Never,Strongly Disagree,Disagree,Sometimes,Agree,Neutral,Never,Neutral,Strongly Disagree,Rarely,Agree,Agree,Always,Strongly Disagree,Agree,Rarely,Neutral,Strongly Agree,Often,Disagree,Neutral,Always,Agree,Agree,Never,Strongly Agree,Agree,Often,Neutral,Disagree,Always,Agree,Disagree,Sometimes,Disagree,Neutral,Sometimes,Neutral,Neutral,Always,Agree,Neutral
Female,Male,Male,Male,Female,Male,Neutral,Strongly Disagree,Often,Always,Disagree,Always,Strongly Agree,Neutral,Sometimes,Neutral,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Rarely,Neutral,Strongly Agree,Rarely,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Neutral,Sometimes,Agree,Agree,Rarely,Strongly Agree,Strongly Disagree,Always,Disagree,Strongly Disagree,Sometimes,Agree,Neutral,Often,Strongly Disagree,Strongly Agree,Never,Disagree,Agree,Always,Strongly Disagree,Strongly Disagree,Rarely,Agree,Strongly Disagree
Female,Male,Female,Male,Female,Female,Strongly Disagree,Neutral,Rarely,Rarely,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Neutral,Sometimes,Strongly Agree,Disagree,Rarely,Neutral,Neutral,Never,Agree,Agree,Never,Neutral,Strongly Disagree,Sometimes,Disagree,Strongly Agree,Rarely,Neutral,Agree,Often,Disagree,Neutral,Sometimes,Strongly Disagree,Agree,Always,Strongly Disagree,Disagree,Always,Neutral,Disagree,Sometimes,Strongly Agree,Disagree,Rarely,Disagree,Strongly Agree
Male,Male,Female,Male,Female,Female,Strongly Disagree,Strongly Disagree,Always,Never,Disagree,Never,Strongly Disagree,Agree,Never,Neutral,Neutral,Often,Strongly Disagree,Neutral,Sometimes,Agree,Agree,Never,Disagree,Strongly Disagree,Often,Neutral,Strongly Agree,Never,Disagree,Strongly Disagree,Sometimes,Neutral,Neutral,Never,Disagree,Strongly Agree,Rarely,Agree,Agree,Rarely,Agree,Neutral,Sometimes,Disagree,Disagree,Always,Neutral,Strongly Agree,Always,Strongly Agree,Strongly Agree
Male,Male,Female,Male,Female,Female,Neutral,Strongly Disagree,Often,Always,Strongly Agree,Rarely,Disagree,Strongly Agree,Never,Strongly Disagree,Disagree,Often,Strongly Agree,Strongly Agree,Rarely,Strongly Agree,Disagree,Never,Disagree,Strongly Agree,Sometimes,Neutral,Agree,Often,Strongly Disagree,Strongly Agree,Always,Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Never,Agree,Disagree,Always,Neutral,Neutral,Never,Neutral,Strongly Disagree,Often,Agree,Disagree,Often,Strongly Disagree,Disagree
Female,Male,Male,Female,Male,Male,Strongly Disagree,Neutral,Often,Sometimes,Strongly Agree,Sometimes,Agree,Neutral,Rarely,Agree,Neutral,Rarely,Strongly Disagree,Strongly Agree,Often,Disagree,Disagree,Often,Disagree,Neutral,Rarely,Agree,Neutral,Never,Strongly Disagree,Disagree,Never,Neutral,Agree,Never,Agree,Agree,Rarely,Disagree,Disagree,Often,Disagree,Agree,Always,Agree,Agree,Never,Agree,Neutral,Often,Strongly Agree,Strongly Agree
Male,Male,Male,Female,Female,Female,Strongly Agree,Neutral,Never,Rarely,Neutral,Always,Strongly Disagree,Strongly Agree,Often,Agree,Agree,Sometimes,Disagree,Neutral,Often,Agree,Disagree,Sometimes,Strongly Agree,Neutral,Sometimes,Neutral,Strongly Disagree,Rarely,Strongly Agree,Strongly Agree,Always,Neutral,Strongly Disagree,Always,Disagree,Agree,Rarely,Strongly Disagree,Disagree,Always,Strongly Disagree,Agree,Rarely,Disagree,Strongly Disagree,Always,Strongly Disagree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Agree
Male,Male,Female,Female,Female,Male,Disagree,Agree,Often,Never,Disagree,Always,Neutral,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Never,Neutral,Agree,Rarely,Strongly Agree,Strongly Agree,Never,Neutral,Disagree,Never,Disagree,Agree,Never,Disagree,Strongly Disagree,Sometimes,Agree,Neutral,Sometimes,Strongly Agree,Disagree,Always,Disagree,Neutral,Often,Disagree,Strongly Agree,Always,Neutral,Strongly Disagree,Sometimes,Disagree,Neutral,Always,Strongly Disagree,Disagree
Female,Female,Female,Male,Female,Male,Strongly Agree,Disagree,Often,Rarely,Strongly Agree,Never,Neutral,Agree,Sometimes,Strongly Agree,Agree,Never,Strongly Agree,Agree,Sometimes,Disagree,Disagree,Never,Strongly Disagree,Strongly Agree,Sometimes,Disagree,Strongly Agree,Sometimes,Disagree,Agree,Rarely,Strongly Disagree,Strongly Agree,Sometimes,Neutral,Strongly Disagree,Rarely,Neutral,Strongly Disagree,Never,Agree,Neutral,Rarely,Agree,Strongly Agree,Always,Neutral,Disagree,Always,Strongly Disagree,Strongly Disagree
Male,Male,Male,Female,Male,Female,Strongly Agree,Disagree,Often,Rarely,Agree,Often,Neutral,Strongly Agree,Always,Strongly Disagree,Agree,Never,Strongly Disagree,Agree,Often,Neutral,Neutral,Rarely,Neutral,Agree,Rarely,Strongly Agree,Neutral,Never,Disagree,Disagree,Rarely,Disagree,Disagree,Rarely,Neutral,Strongly Disagree,Often,Neutral,Agree,Always,Disagree,Disagree,Often,Strongly Disagree,Strongly Agree,Never,Strongly Agree,Strongly Agree,Often,Strongly Agree,Disagree
